Server_Workload(%),Inlet_Temperature(°C),Cooling_Unit_Power_Consumption(kW)
88.10890939455808,23.6430055550536,0.9
62.7905929579303,20.899617878163905,0.73
65.00083378312384,22.049906848310243,0.64
47.01443505294233,19.706292371908063,0.63
38.61621923223048,19.513986245423546,0.52
51.07314211967018,18.656078419124075,0.62
48.99040711230647,20.870735401624653,0.69
83.06648909009536,21.540361261342277,0.95
70.54789696481596,20.918161756573788,0.92
43.92164870432423,17.602240495976762,0.54
93.70305695537544,23.05338979949125,0.9
57.03312305693216,19.124028095033133,0.66
30.2443490418282,17.610133561853313,0.56
76.9516267015947,22.800782114507776,0.91
52.68476059606398,20.611139458406424,0.62
50.14464390592905,19.75086304283876,0.75
82.51995345902509,24.10637636069241,0.82
77.13324928134655,22.996565675287208,0.91
49.64321122507688,21.42824541032147,0.64
96.02590252454718,22.29426451099737,1.08
51.213038530842056,20.0133327211514,0.64
67.2288820635739,20.190241362410028,0.77
61.96092424585385,22.013941786949143,0.75
68.54519014835425,19.43849289028323,0.78
15.613282135347582,16.54905498951205,0.42
36.30793147786288,17.109384279250417,0.65
66.79901408600833,18.81139506644658,0.8
93.90238111136198,25.89352136426404,1.02
48.857768557442654,20.84478844311859,0.58
68.39579072470494,22.238184345939192,0.71
72.85882988108627,23.15718767220682,0.73
82.0257371794372,24.05854748931707,0.89
83.43087919164026,22.91360913652772,0.93
84.68849413948347,24.858945276892268,0.94
65.17232112067931,22.80914789454282,0.75
50.52163991280635,20.870563258891945,0.69
63.03461551024855,20.505210176113497,0.8
57.60731627547328,20.893946304175188,0.67
72.65501702374891,21.85340344161278,0.82
25.87692709860077,18.17246894368264,0.47
46.26242600372677,19.83270703999851,0.56
48.65643536385443,20.58719810223825,0.66
63.67506461324,21.313885770711828,0.65
100.0,24.8152471618455,0.96
73.127465703031,23.26913414468549,0.92
80.9674160341759,23.695478357881527,0.85
82.0327448905368,24.424381591342645,0.93
100.0,26.94698034859291,1.02
72.29523826298627,22.17734883623415,0.88
75.07037370447587,23.222712567732373,0.76
54.20460835955315,20.5715856518456,0.57
16.618050375329062,17.081931462365183,0.39
71.86533892903408,21.34754090217956,0.79
54.16155691557933,21.366801751176197,0.66
53.37597423376,19.554030652594623,0.62
73.95779046913229,24.33859569248737,0.85
23.682667871512383,16.49958792391712,0.44
55.42005668532866,18.541982812099786,0.68
78.07315268645388,21.95146641311385,0.93
94.82762992680836,22.281449315551075,0.97
63.99965669578712,19.530460405721875,0.67
67.71403658147626,21.03490758558643,0.71
27.924907475197934,17.713060717799895,0.45
47.271664923682366,20.366062094209497,0.56
57.47005924684134,20.61270101999855,0.66
64.44841284148461,21.181072636251624,0.8
92.48608256108224,24.04678661943461,1.07
80.57931843434915,22.21245306086304,0.93
54.08467549242486,20.515518072470226,0.69
100.0,25.350929964820235,1.08
96.97725955634836,26.6612588303422,1.03
82.59440237600414,21.390366673577464,0.83
48.73557218494194,19.73776302523768,0.6
51.92368370777138,20.083178323549177,0.76
45.22926679054819,17.803819209871033,0.67
22.116310990912535,17.90644974139238,0.44
76.51530361326385,23.137426935044275,0.81
57.806840600820976,20.983256781230505,0.7
47.484545408788726,19.26339809813868,0.6
79.83272209806415,22.172023254148968,0.78
53.85961535563408,20.111155950802583,0.7
71.0848101254071,23.851672742634623,0.73
55.741577376286365,18.80051659659257,0.59
59.41408876669985,19.402011085104707,0.71
68.71763023192426,22.224436055899663,0.85
68.63632202378653,22.78896727475253,0.83
78.67203656917854,23.83620585499721,0.84
92.83218268596389,23.6248889269094,1.07
50.87157688354847,19.622803297179207,0.7
87.65242685482387,23.72471553770858,1.04
45.12931913043653,20.67433438777772,0.66
84.51122133682897,23.886315714592943,0.93
69.41512808275212,21.221100000378375,0.77
68.29756690338809,21.980332590942247,0.79
89.26678614568823,24.30551928100345,0.93
82.49380931952182,25.529486741125645,0.9
56.70848047872072,22.431750200976197,0.74
90.48713339250484,22.906378177904845,0.97
72.31081974314347,21.964921085484956,0.82
27.066933521475256,18.04574636074368,0.51
62.30518163757925,20.435679160507863,0.73
78.31439835268188,24.19564309503334,0.88
77.92580117401543,22.618407401310343,0.9
49.58368797209931,18.81534118859984,0.59
69.66770267079247,21.308036871979237,0.79
84.67136752906163,22.031394051824822,0.97
90.64479546295487,23.97164761201435,0.97
52.75820543432033,19.162528565404305,0.6
100.0,24.031157014975687,0.99
72.1707496481875,21.580010512439724,0.8
79.1263183824647,20.75228480958021,0.86
54.65655352777582,20.65751880527895,0.72
55.25109956676194,20.618881651756173,0.7
79.46487984224262,24.41983273584244,0.81
36.30443151502771,17.551284245674157,0.43
93.15467266122926,24.821273161266756,0.96
73.15359379615705,23.076265818598277,0.82
97.7343611142778,22.9508010664352,0.94
74.72946411388698,22.92923236430503,0.86
36.36967432473224,19.565357221205563,0.48
54.183642874402615,19.39267544080024,0.63
92.87118428042092,23.59214148265061,0.96
78.56571397506298,23.457897845801803,0.76
65.08334321372767,21.21100504017776,0.73
93.74338578994256,22.239592302876236,1.05
77.8928751930312,23.08660136270868,0.82
50.050493650966565,19.896568946361228,0.57
38.94331027852834,18.41743712699557,0.57
79.63792181426331,21.93089974647819,0.79
100.0,23.59693595487509,1.02
64.06719194730054,20.34465382959614,0.81
75.35662830374761,21.887024814162032,0.82
34.93870434384877,18.655206613640164,0.51
66.9963187666392,22.272150083508087,0.67
35.91741171477315,17.387280574681277,0.6
60.098985510548445,20.899576364456287,0.68
51.50156385068553,21.033853005755297,0.63
72.85534256075448,21.870724949420552,0.83
57.07272193346724,20.751106240967708,0.71
65.96580451748446,20.21391737772656,0.84
72.64340032416875,21.31658424930881,0.84
65.89325925972088,20.7133118461474,0.83
64.92864036667278,21.31407998941318,0.73
65.95768124172658,21.636710518602527,0.83
85.21117124785712,23.2657885557236,0.87
95.02231004227366,24.70913808888286,0.96
31.418832897609448,17.70551393934686,0.44
60.83326643416285,21.54830287044943,0.74
53.68072033182844,22.752900177017377,0.64
33.76902840920278,18.997306257820988,0.48
72.8600172931572,24.177340710999875,0.84
52.71430222042321,20.40139991101137,0.76
82.92480007970946,23.63230462833726,0.87
83.91956999828628,22.246277567870525,0.94
67.81037462739297,21.84843023547095,0.83
19.426451325013826,15.578041008451365,0.4
78.54603084769121,23.260984644826337,0.88
10.0,15.0,0.45
54.265768136108846,21.3173354778031,0.64
67.27988205203656,22.774101019932274,0.77
61.28840774799514,20.227686035999778,0.69
98.05829358410972,21.716996756444093,0.99
67.98963220331177,21.10951182977417,0.86
68.83299976105042,18.533496648314244,0.77
34.240616830616176,20.244436408398048,0.51
60.41939274047121,22.702532350321977,0.82
52.71110743497484,20.506270070303668,0.7
32.766115321295445,18.72490462723815,0.49
53.497526608719,20.952777465406808,0.58
38.76796272668815,19.453921791513693,0.57
41.13627731672951,19.93189289884295,0.48
75.23852212178629,22.605905419978715,0.83
100.0,24.6269620713055,0.99
53.18195138833689,18.20882917072809,0.73
69.25607706886149,20.610846501561724,0.73
59.14679578838674,22.18559077677147,0.76
41.5243396260901,20.08942377177953,0.52
73.87540038431614,24.492642242545735,0.81
75.5550180075947,21.729100725766564,0.84
42.16191130426667,19.46023069737885,0.53
68.09405802807476,20.872664601718483,0.86
93.12082777606884,22.74291095247974,0.9
72.45231880321296,23.609810738695234,0.79
59.71022952206276,20.97696963730509,0.67
89.03088677110284,24.18067977731229,0.89
89.8982952444209,22.88022786316504,0.86
69.61914901583295,21.313114702156778,0.69
51.27537151810679,18.283799090415307,0.54
22.409323329213592,17.67898495154703,0.41
61.21838415116692,20.08334166093825,0.75
45.27822349216196,18.378125163044416,0.63
37.59773587952783,18.890818415400563,0.66
61.74570464085512,19.94166849778681,0.8
70.96687732222273,21.29230477096776,0.8
76.64693718123699,23.993428413116604,0.9
64.62462493479495,22.73958521100056,0.74
73.50514966734447,20.85201888842751,0.93
76.41062629261327,23.40941488216972,0.88
81.36674423808394,22.398906824911183,0.83
49.14433504403483,20.231433418354527,0.55
89.01146574302338,21.95822941734153,0.89
69.68504466609645,22.875509545351036,0.77
74.14826652739536,21.620179394577317,0.82
72.08175178529258,22.88681829362611,0.77
66.49846336876449,20.639141240396977,0.85
64.80221318254111,21.135573606204773,0.74
65.35149025299009,22.73950790227843,0.79
50.59305923915786,21.654735803756445,0.67
60.4219516629493,20.79450573315514,0.78
55.51809951591653,19.905269844079687,0.6
78.7934565235031,23.876795561166634,0.91
55.33429141344002,20.95026796055024,0.76
80.18152363807702,23.460614935212856,0.93
77.30100602748226,22.222716347413048,0.86
62.93753675700978,20.5802391433518,0.86
81.40202232310892,21.303507033596155,0.96
37.64510961867945,19.6373442493272,0.61
100.0,25.13769267165986,1.05
89.66828927284911,23.46949434980461,0.95
88.60582066254514,24.58011389622431,0.91
60.53716388615256,21.02879927916882,0.71
86.21735645803003,23.124348509386863,0.96
81.84489265765183,24.21600105544846,0.92
100.0,24.107373104945943,1.0
67.70635559979287,21.81885807157936,0.81
14.711983124978415,16.913650522430604,0.4
49.55099897707555,19.57994401953608,0.62
80.88870520184862,24.65168015937304,0.89
55.60720000081963,19.09286239650834,0.66
63.7592870570347,22.63457576759377,0.8
64.93877165253583,23.19663154960966,0.75
48.98089861264189,19.81144841399739,0.66
69.1231269898047,21.212843855041648,0.71
66.86372219132483,23.207204114505387,0.72
86.61622300458879,23.82175150101464,1.0
73.77696860720003,22.146651817830808,0.76
68.32823791670064,21.63963432378928,0.78
49.42251298504113,21.10667422355376,0.6
56.6060490579319,19.757440367131014,0.65
54.81297649030384,20.57079603164495,0.58
78.72086929813138,22.12298806777969,0.82
57.08160105017401,20.68967566862028,0.67
77.3331491334066,22.9301728474836,0.87
80.62106842622535,22.21882274242199,0.92
50.81821714281156,21.25785841187728,0.54
35.398695615707176,19.64857101525226,0.59
66.09519017975201,20.603029859215265,0.75
36.236379652379775,18.45050815110856,0.52
76.22583357422927,22.881048905105708,0.92
74.12298287993038,22.54467663404436,0.85
75.93836740331896,21.24162714682924,0.84
54.337129135446624,21.257496638726163,0.73
56.270049056436825,22.105590085055088,0.72
50.044077154841744,19.599349278678027,0.61
51.97521683714019,20.55257435784572,0.57
89.0895619282498,22.569824942614908,0.93
67.87229082966194,22.73217340110134,0.82
99.9419691379206,25.58067209006264,1.0
81.48395568538561,22.70073674904225,0.84
66.52075655607744,20.948031022369246,0.73
100.0,23.530970354836096,1.03
54.33924259759446,21.218519369485566,0.68
55.09872231923239,20.47166419786837,0.65
44.4952501535181,19.938398384999616,0.57
66.30595161248137,19.34237094764709,0.76
75.2304914767382,21.91135512654025,0.87
20.25961630077417,18.534371261073467,0.39
100.0,24.75965028801934,1.03
96.59973084601565,26.790355441520937,0.98
82.6342293128626,24.16566029594688,0.97
65.9201823092628,22.25292010578565,0.72
81.43182646783009,22.855747049414536,0.85
70.28192787839254,21.922693063386983,0.82
62.18565764283444,21.30848503199457,0.7
71.87220461690791,22.214854226073196,0.79
71.8646098801557,21.26098709277161,0.84
55.13554965727342,21.21239623500956,0.71
31.63047534053901,19.087652904035394,0.48
48.605125635321954,19.644496829391688,0.61
76.19711232602695,21.35664765281448,0.88
86.32970499800543,23.185079931800335,0.91
65.2816449032406,21.23273328587776,0.86
27.25640047391441,16.89788565307795,0.52
96.3230504188396,24.74838243430689,0.96
85.08054191992504,23.239681565120808,0.86
87.25175343181331,23.697137453699312,0.86
35.69660407062108,18.220638035783058,0.49
47.94946619367487,19.51892819057497,0.72
55.57874105611583,21.2258140044423,0.62
70.33876346815144,21.69485298138195,0.83
51.79235511081991,19.00253933564088,0.6
100.0,23.10639541161436,1.06
80.91633177552184,24.33106913503786,0.98
59.22430287119222,20.271868487016164,0.65
84.42027362925683,21.902366877429035,0.88
24.148321172842262,16.49394554722998,0.38
70.2353821350205,24.626719367688853,0.85
83.00690040556937,22.12405062350781,0.92
100.0,24.66092071540284,1.07
60.983154771192496,21.713789424310686,0.76
58.66955731760954,19.916994638841,0.72
58.73971585320218,22.02671886466232,0.78
90.65926843060991,25.315936756407552,0.98
19.43614007164075,17.185670702307497,0.45
76.37631590628209,21.37317140633091,0.79
80.12951471803798,22.66299794302496,0.84
91.37463066361695,23.59709688859005,0.91
85.71873600142214,25.1732685963342,0.91
34.40759449613985,19.60743801878092,0.47
79.93901745893895,22.474576646719328,0.95
55.69794856806109,22.0651637494418,0.65
75.57020899545495,23.682192001771806,0.83
48.32642201243468,19.60622888445529,0.58
63.48457838630246,19.967339414531647,0.84
95.87121760505148,24.460733127994256,0.92
53.16747131501238,17.583452323144087,0.66
43.07949703147408,18.58036977786092,0.61
85.46232764597406,24.61509983110426,0.83
36.612518828688806,19.154333715607336,0.49
46.710529158667846,21.348691373575356,0.68
85.01787040267888,23.38276146479682,0.98
41.362067170703945,18.9317534681183,0.62
46.20896170419505,18.14030919561681,0.69
55.26696080322592,20.18349026937754,0.61
65.24096982286127,22.390287927812786,0.65
75.99341069322318,23.286936433084684,0.84
50.40941927890341,18.367315671727475,0.7
60.66523452254543,20.416287940329653,0.79
77.57898462852911,23.34324313310873,0.87
87.09807371859607,24.11384793733084,1.04
89.03915520004256,25.000226063551533,0.93
75.03699085656062,20.918815314629544,0.84
45.000704455214446,18.555808020475524,0.62
68.83603728686337,23.499617796928877,0.81
72.7385474131785,22.55763158131324,0.89
89.92136872715707,24.13735882381779,1.05
61.88004379482626,22.131293830178198,0.74
47.58239698172447,18.58942537584036,0.64
100.0,25.27198023478078,1.06
72.56839427684727,22.25166552975945,0.88
90.32414661063734,24.127038509374543,0.96
15.694523630661443,16.838267565120674,0.4
92.55273425421524,23.648315319225738,0.95
95.10567367931672,23.69015080030147,0.97
88.22249823644691,23.137652257431448,0.99
67.5139805809079,21.880694452304056,0.8
57.416831917612,20.573131693963305,0.64
42.88428497493104,17.95407336319363,0.56
67.20729483357253,22.575536840469983,0.72
80.9618634272525,23.323253123395705,0.99
65.84128991140012,22.020887673417715,0.83
68.29066177871061,21.35396607956413,0.81
43.45246745760591,18.82972464609181,0.53
100.0,25.04068352576947,1.01
68.40030051459362,22.191839715464702,0.75
67.8257012288059,23.507737338334508,0.79
58.590448636330365,19.84142885757217,0.72
58.9542689375826,21.491227740343568,0.64
50.38356038802836,19.13379321813356,0.8
49.719674729732205,19.826787024098707,0.59
66.2984229919117,23.916736208422584,0.78
89.78457899159628,24.198593575740624,0.88
74.4028393141098,20.52051043690525,0.85
77.21754746845455,21.64481002152788,0.89
58.13075014181752,18.88215683281959,0.74
48.83629942882281,20.425559428263607,0.62
71.95289031090559,21.05535197696812,0.76
49.99260421058773,19.323373729090783,0.59
87.35682124103313,24.41776358926381,0.94
66.31515597862102,21.876993064299743,0.79
52.08977959370023,22.253602133951848,0.76
57.208905948076975,20.390934427277266,0.73
81.21037407664616,20.716623398265675,0.94
54.608641409602086,20.63948893393997,0.68
75.94991352276688,23.3221944932613,0.86
70.24001860724638,22.633213572380093,0.89
65.61825406303764,21.53853241467601,0.85
35.62408824158305,19.94513100802413,0.59
30.978459869138952,18.293778403045973,0.59
51.41874103463204,19.93921373488825,0.6
31.14986887535473,19.414825582301955,0.54
56.9996130262749,20.43630829751837,0.73
48.86567389909847,19.03872526945529,0.58
48.96797051017212,17.34748599356495,0.59
61.9889245080745,22.319040448694636,0.81
50.78680661759701,20.982030633559734,0.52
55.591305937152896,20.479491621932738,0.66
69.57411257747012,21.2526761890397,0.85
100.0,26.10549457177509,0.97
64.50187796942288,21.559053753917865,0.76
94.08890280659176,24.747003664852887,0.94
43.228060511086014,21.12498645721429,0.64
100.0,23.051575631356904,1.0
87.97474572739867,22.978216340822623,1.01
100.0,26.59669306466631,1.04
80.39366084334229,23.85567317117225,0.94
71.88123277464716,22.19379168859323,0.79
86.43712943910646,23.7901013911973,1.02
56.4969790680421,21.219946223403515,0.67
83.43207809695298,23.016044544169286,0.85
71.99244378609139,22.134362000990716,0.83
100.0,24.804484162110647,1.05
59.70579853055169,21.12040525588043,0.76
70.6631411150422,21.97626577853902,0.9
57.38490740030994,18.350152676681965,0.73
42.70098367067959,19.13485586174218,0.54
61.80189125191215,19.076820431159263,0.73
78.0615169030945,23.52277716759058,0.85
67.7475868980039,22.51223385165692,0.73
28.02770573608753,17.116877934565583,0.51
53.88126250006826,20.93496547901718,0.59
72.26994424481275,21.868491148820645,0.86
87.55144609859447,24.001307618721903,0.99
58.12688808393073,19.62156872779075,0.61
50.88242646338696,18.66992428318586,0.57
71.67562839935317,20.98646300818768,0.74
92.83136461391574,23.60020494461946,0.95
85.05112351348686,23.711443397142567,0.93
53.35268928210911,20.741230470865627,0.66
45.62020321359388,19.683029937078125,0.58
42.60885484502235,19.206702186831475,0.61
72.04192367860313,23.03650054683481,0.76
96.59293508420068,25.51994583137523,0.96
17.870854160956952,17.709178729148103,0.37
100.0,23.965211053197088,1.08
45.100615628645855,19.25319038609536,0.61
65.60562690898553,22.162593662202077,0.73
54.25119176593171,20.814473200478357,0.67
61.309343571753296,21.781166413091167,0.7
51.9366831543026,20.56354200837498,0.58
65.43152478393742,18.98008576855152,0.74
74.66743903889115,21.3722777585696,0.9
100.0,22.74909812311152,1.03
83.56369721640141,24.01343194272565,1.0
54.93569495255971,20.944240393884,0.72
80.16097308722334,21.519738284642045,0.83
67.9463234309075,21.104272581244604,0.77
89.76379036436248,22.57204109497184,1.0
99.29235770636384,21.996417623224755,1.01
74.59038826746414,22.247000852630908,0.85
86.45003088642805,23.87919867369909,1.02
93.4854819902338,26.35575686038097,0.89
82.33761206929927,21.726366152664603,0.91
72.99887148590818,21.5742819341645,0.82
48.91759944046274,20.219185281627805,0.59
44.64245555310448,18.327683752524475,0.62
42.27213736804889,19.16569625802887,0.56
88.52775220290184,22.93473500924356,1.05
60.52062068648561,20.94861317603336,0.65
67.08007679666876,19.953899367244816,0.84
67.7463995851276,22.6843177710604,0.73
92.41791037179208,24.13070358332305,0.92
77.49129702497082,21.317232807667494,0.9
40.50891620917439,18.962975667691765,0.63
48.22716841586241,20.908650512369256,0.66
98.62947833926802,24.879902248670984,1.0
66.53706743628399,20.831487512784623,0.76
38.649731364098656,19.07757262697228,0.5
56.39873697972185,22.20006601006863,0.67
37.46308687874089,19.47103242204208,0.55
64.67774545139879,21.34905870948632,0.7
70.35909842374303,22.53563450358852,0.78
60.06913678320656,21.84825900245153,0.83
80.26652608767537,23.310454324692035,0.79
68.87641053428862,22.83545962386084,0.84
73.74329557605901,21.880266357791346,0.87
100.0,23.041885724639044,1.03
61.3461881611854,20.54670289746497,0.79
62.542384047776814,22.32526680864597,0.75
52.2226535405057,21.26200860822355,0.75
45.82596886329412,20.985137819156204,0.57
28.18672035518305,19.523367054101445,0.43
75.36518187855633,21.478578297655453,0.88
75.94215271487745,23.596883219189177,0.87
73.05478070484456,23.40460358495693,0.88
62.42774873603362,21.402239980820504,0.75
60.6975620120598,20.66864793315436,0.73
83.37000279347964,24.6013113106346,0.9
66.5711511083294,20.84860226880221,0.71
68.55729971133985,22.594251233047054,0.68
44.6874809339879,19.86872197325774,0.63
69.75975923564596,21.17161901258835,0.73
74.9418939055462,22.98014150992123,0.82
61.54531461277774,20.95686086113923,0.63
68.75778069888327,22.93867957302889,0.75
79.25493609187885,23.06307156628108,0.81
67.608867246409,21.91486663524594,0.86
68.52224350343181,20.554903873672338,0.79
49.723170747713496,19.73895783042004,0.59
50.0867457118202,21.259982832079334,0.6
47.77919214358497,20.778224485432865,0.58
93.35556408203188,23.661901453425724,1.0
78.25427670114618,22.03597459133235,0.74
94.6653761489938,23.70726325036047,0.95
68.29805580210052,20.85487820599036,0.8
73.44971392809593,21.10266514192916,0.93
10.0,15.245929719212002,0.39
84.62612344471884,22.763280873577745,0.94
66.63910107641388,20.08837159204456,0.87
54.173642553023925,21.38809141629668,0.7
48.31068570843608,18.57887293120872,0.68
67.24471855303969,21.160100414984985,0.69
60.3929451416814,22.047598169257927,0.76
51.95020652618209,21.829613385485374,0.73
49.176893718564784,20.51106152863068,0.53
65.66167537650657,23.671671137336297,0.78
47.438889713999,20.314741884542304,0.62
48.11794277053953,19.650119767632468,0.58
100.0,26.42611904531286,0.99
56.19203377874269,19.047474055873145,0.58
100.0,25.553702227170344,1.0
53.44946049354905,19.25105246377432,0.67
100.0,25.581368337615768,1.06
45.472200556801326,19.547156301737942,0.56
39.32492188670778,19.68284265914732,0.49
49.270301991884175,19.794388431454976,0.61
72.15722630234757,20.525515428178927,0.9
81.2638099519711,21.595301551524443,0.87
100.0,25.047600103145957,1.05
